"OTU","Mucin.Mean.Decrease.Gini","Kingdom","Phylum","Class","Order","Family","Genus","Mucin.RF.Rank","Enrichment.Mucin","ASV.Family"
"ASV695",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress + Mucin","ASV695  ( Lachnospiraceae )"
"ASV702",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",397.5,"Stress + Mucin","ASV702  ( Rikenellaceae )"
"ASV705",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress + Mucin","ASV705  ( Muribaculaceae )"
"ASV707",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress + Mucin","ASV707  ( Muribaculaceae )"
"ASV709",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] oxidoreducens group",397.5,"Stress + Mucin","ASV709  ( Lachnospiraceae )"
"ASV71",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",397.5,"Stress Alone","ASV71  ( Oscillospiraceae )"
"ASV73",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress + Mucin","ASV73  ( Lachnospiraceae )"
"ASV730",0,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae",NA,397.5,"Stress + Mucin","ASV730  ( Eggerthellaceae )"
"ASV739",0,"Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Ureaplasma",397.5,"Stress Alone","ASV739  ( Mycoplasmataceae )"
"ASV791",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress Alone","ASV791  ( Lachnospiraceae )"
"ASV798",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae",NA,397.5,"Stress + Mucin","ASV798  ( Ruminococcaceae )"
"ASV83",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","ASF356",397.5,"Stress + Mucin","ASV83  ( Lachnospiraceae )"
"ASV841",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",397.5,"Stress Alone","ASV841  ( Oscillospiraceae )"
"ASV845",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcus",397.5,"Stress + Mucin","ASV845  ( Peptococcaceae )"
"ASV877",0,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Parvibacter",397.5,"Stress Alone","ASV877  ( Eggerthellaceae )"
"ASV898",0,"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,397.5,"Stress + Mucin","ASV898  ( NA )"
"ASV944",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillospira",397.5,"Stress + Mucin","ASV944  ( Oscillospiraceae )"
"ASV970",0,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA,397.5,"Stress Alone","ASV970  ( Lactobacillaceae )"
